_1;recno;RAJ2000;DEJ2000;e_RAJ2000;e_DEJ2000;Vmag;e_Vmag;Bmag;e_Bmag
 ; ;deg;deg;arcsec;arcsec;mag;mag;mag;mag
----------------------------------------;--------;----------;----------;------;------;------;------;------;------
1643                                    ;27924798;264.856466;-32.279668; 0.929; 0.651;15.506; 0.070;17.099; 0.016

1644;;;;;;;;;

1645;;;;;;;;;

1646                                    ;27911211;265.451766;-32.282650; 1.113; 0.804;15.168; 0.000;17.854; 0.194

1647;;;;;;;;;

1648                                    ;27910003;264.936269;-32.281581; 1.256; 0.831;15.973; 0.085;17.439; 0.008

1649;;;;;;;;;

1650;;;;;;;;;

1651;;;;;;;;;

1652;;;;;;;;;

1653;;;;;;;;;

1654;;;;;;;;;

1655                                    ;27909862;264.896023;-32.282598; 0.518; 0.660;      ;      ;      ;

1656;;;;;;;;;

1657;;;;;;;;;

1658;;;;;;;;;

1659;;;;;;;;;

1660;;;;;;;;;

1661;;;;;;;;;

1662                                    ;27909955;265.097379;-32.284526; 0.215; 1.061;15.640; 0.020;16.962; 0.008

1663;;;;;;;;;

1664;;;;;;;;;

1665                                    ;27911203;265.464237;-32.285447; 0.435; 0.654;14.187; 0.029;14.896; 0.026

1666                                    ;27924806;264.786642;-32.282967; 0.223; 0.371;13.419; 0.032;14.191; 0.024

1667;;;;;;;;;

1668;;;;;;;;;

1669;;;;;;;;;

1670;;;;;;;;;

1671;;;;;;;;;

1672;;;;;;;;;

1673;;;;;;;;;

1674;;;;;;;;;

1675;;;;;;;;;

1676;;;;;;;;;

1677;;;;;;;;;

1678                                    ;27924805;264.772156;-32.284734; 1.003; 0.733;      ;      ;      ;

1679;;;;;;;;;

1680;;;;;;;;;

1681;;;;;;;;;

1682;;;;;;;;;

1683;;;;;;;;;

1684;;;;;;;;;

1685;;;;;;;;;

1686;;;;;;;;;

1687;;;;;;;;;

1688;;;;;;;;;

1689;;;;;;;;;

1690                                    ;27909950;265.134174;-32.287568; 0.334; 0.890;      ;      ;      ;

1691;;;;;;;;;

1692;;;;;;;;;

1693;;;;;;;;;

1694;;;;;;;;;

1695;;;;;;;;;

1696;;;;;;;;;

1697;;;;;;;;;

1698;;;;;;;;;

1699;;;;;;;;;

1700;;;;;;;;;

1701;;;;;;;;;

1702;;;;;;;;;

1703;;;;;;;;;

1704;;;;;;;;;

1705;;;;;;;;;

1706;;;;;;;;;

1707;;;;;;;;;

1708;;;;;;;;;

1709;;;;;;;;;

1710;;;;;;;;;

1711;;;;;;;;;

1712;;;;;;;;;

1713;;;;;;;;;

1714;;;;;;;;;

1715;;;;;;;;;

1716;;;;;;;;;

1717                                    ;27924799;264.871662;-32.289920; 0.176; 0.314;12.574; 0.031;13.240; 0.027

1718;;;;;;;;;

1719;;;;;;;;;

1720;;;;;;;;;

1721                                    ;27911239;265.379794;-32.292444; 0.765; 0.720;15.212; 0.084;16.453; 0.088

1722;;;;;;;;;

1723                                    ;27909860;264.882933;-32.291561; 0.184; 0.360;13.714; 0.011;14.518; 0.057

1724;;;;;;;;;

1725;;;;;;;;;

1726;;;;;;;;;

1727;;;;;;;;;

1728;;;;;;;;;

1729;;;;;;;;;

1730;;;;;;;;;

1731;;;;;;;;;

1732;;;;;;;;;

1733;;;;;;;;;

1734                                    ;27909983;264.999295;-32.294648; 0.511; 0.431;14.720; 0.042;15.923; 0.028

1735                                    ;27911259;265.311608;-32.296175; 0.488; 0.606;14.241; 0.051;15.063; 0.022

1736;;;;;;;;;

1737                                    ;27909666;265.244064;-32.296902; 0.677; 0.557;14.367; 0.034;15.597; 0.035

1738;;;;;;;;;

1739;;;;;;;;;

1740;;;;;;;;;

1741;;;;;;;;;

1742;;;;;;;;;

1743;;;;;;;;;

1744;;;;;;;;;

1745;;;;;;;;;

1746;;;;;;;;;

1747;;;;;;;;;

1748;;;;;;;;;

1749;;;;;;;;;

1750                                    ;27911204;265.468319;-32.298265; 0.689; 0.930;14.502; 0.000;17.517; 0.149

1751                                    ;27909863;264.896981;-32.296438; 0.225; 0.340;13.300; 0.034;14.014; 0.024

1752;;;;;;;;;

1753                                    ;27911242;265.396548;-32.299273; 1.068; 0.253;      ;      ;      ;

1754;;;;;;;;;

1755;;;;;;;;;

1756;;;;;;;;;

1757;;;;;;;;;

1758;;;;;;;;;

1759                                    ;27909928;265.163528;-32.299984; 0.666; 0.895;15.173; 0.058;16.298; 0.043

1760;;;;;;;;;

1761;;;;;;;;;

1762                                    ;27909910;265.095023;-32.299797; 0.431; 0.454;14.562; 0.054;15.602; 0.062

1763                                    ;27909949;265.129979;-32.299876; 0.310; 0.346;13.531; 0.044;15.304; 0.054

1764;;;;;;;;;

1765;;;;;;;;;

1766;;;;;;;;;

1767                                    ;27911240;265.386758;-32.301171; 0.918; 0.832;15.849; 0.000;17.489; 0.000

1768;;;;;;;;;

1769;;;;;;;;;

1770;;;;;;;;;

1771;;;;;;;;;

1772;;;;;;;;;

1773;;;;;;;;;

1774;;;;;;;;;

1775                                    ;27911237;265.340613;-32.302338; 0.676; 0.972;15.808; 0.080;16.741; 0.107

1776;;;;;;;;;

1777;;;;;;;;;

1778;;;;;;;;;

1779                                    ;27924804;264.766578;-32.300733; 0.744; 1.054;15.044; 0.052;16.187; 0.110

1780;;;;;;;;;

1781;;;;;;;;;

1782;;;;;;;;;

1783;;;;;;;;;

1784;;;;;;;;;

1785                                    ;27911229;265.310094;-32.303897; 0.897; 0.711;15.629; 0.008;16.945; 0.048

1786;;;;;;;;;

1787                                    ;27909912;265.049041;-32.303410; 1.351; 0.490;16.437; 0.000;17.170; 0.141

1788;;;;;;;;;

1789;;;;;;;;;

1790;;;;;;;;;

1791                                    ;27909661;265.277442;-32.304165; 0.470; 0.326;12.822; 0.036;13.647; 0.020

1792;;;;;;;;;

1793;;;;;;;;;

1794;;;;;;;;;

1795;;;;;;;;;

1796;;;;;;;;;

1797;;;;;;;;;

1798;;;;;;;;;

1799;;;;;;;;;

1800;;;;;;;;;

1801;;;;;;;;;

1802;;;;;;;;;

1803;;;;;;;;;

1804;;;;;;;;;

1805;;;;;;;;;

1806;;;;;;;;;

1807;;;;;;;;;

1808;;;;;;;;;

1809;;;;;;;;;

1810;;;;;;;;;

1811;;;;;;;;;

1812;;;;;;;;;

1813;;;;;;;;;

1814                                    ;27909925;265.148316;-32.306458; 0.939; 1.336;14.566; 0.059;15.859; 0.024

1815;;;;;;;;;

1816;;;;;;;;;

1817                                    ;27909922;265.173118;-32.307228; 0.505; 1.401;16.106; 0.000;17.328; 0.000

1818;;;;;;;;;

1819;;;;;;;;;

1820;;;;;;;;;

1821;;;;;;;;;

1822;;;;;;;;;

1823;;;;;;;;;

1824;;;;;;;;;

1825;;;;;;;;;

1826;;;;;;;;;

1827;;;;;;;;;

1828                                    ;27911228;265.303583;-32.308739; 0.590; 0.460;14.530; 0.043;15.479; 0.046

1829                                    ;27911171;265.396780;-32.308610; 0.542; 0.694;13.402; 0.028;14.097; 0.027

1830;;;;;;;;;

1831                                    ;27924797;264.798809;-32.307700; 0.627; 0.875;15.094; 0.039;16.048; 0.059

1832                                    ;27911226;265.356668;-32.309728; 0.995; 0.902;15.334; 0.056;16.322; 0.047

1833                                    ;27911179;265.474458;-32.310424; 0.783; 1.356;      ;      ;      ;

1834;;;;;;;;;

1835;;;;;;;;;

1836;;;;;;;;;

1837;;;;;;;;;

1838;;;;;;;;;

1839;;;;;;;;;

1840;;;;;;;;;

1841;;;;;;;;;

1842;;;;;;;;;

1843;;;;;;;;;

1844;;;;;;;;;

1845;;;;;;;;;

1846;;;;;;;;;

1847;;;;;;;;;

1848;;;;;;;;;

1849;;;;;;;;;

1850;;;;;;;;;

1851                                    ;27924794;264.784651;-32.311157; 0.661; 0.901;      ;      ;      ;

1852;;;;;;;;;

1853;;;;;;;;;

1854;;;;;;;;;

1855;;;;;;;;;

1856                                    ;27909857;264.861535;-32.311806; 0.872; 1.034;17.064; 0.000;19.298; 0.000

1857                                    ;27909907;265.083549;-32.312473; 0.740; 0.985;      ;      ;      ;

1858;;;;;;;;;

1859                                    ;27911172;265.402174;-32.313856; 0.866; 1.192;15.455; 0.063;16.359; 0.041

1860;;;;;;;;;

1861;;;;;;;;;

1862;;;;;;;;;

1863;;;;;;;;;

1864;;;;;;;;;

1865;;;;;;;;;

1866                                    ;27909976;265.029276;-32.314286; 0.895; 0.878;14.979; 0.032;16.055; 0.053

1867                                    ;27911230;265.318686;-32.314781; 0.179; 0.317;12.847; 0.024;13.563; 0.025

1868;;;;;;;;;

1869;;;;;;;;;

1870;;;;;;;;;

1871;;;;;;;;;

1872;;;;;;;;;

1873                                    ;27909977;264.952185;-32.314304; 0.147; 0.417;12.982; 0.032;13.661; 0.016

1874;;;;;;;;;

1875;;;;;;;;;

1876                                    ;27909662;265.278781;-32.316781; 0.468; 0.433;16.574; 0.087;17.652; 0.102

1877;;;;;;;;;

1878;;;;;;;;;

1879;;;;;;;;;

1880;;;;;;;;;

1881                                    ;27924776;264.770155;-32.314571; 0.336; 0.727;14.507; 0.037;15.247; 0.032

1882;;;;;;;;;

1883;;;;;;;;;

1884;;;;;;;;;

1885;;;;;;;;;

1886                                    ;27909650;265.211673;-32.316851; 0.016; 0.066;      ;      ;      ;

1887                                    ;27909654;265.257032;-32.316572; 1.041; 0.831;14.009; 0.033;14.649; 0.009

1888;;;;;;;;;

1889                                    ;27909659;265.274086;-32.317853; 1.264; 0.818;15.120; 0.000;16.203; 0.073

1890;;;;;;;;;

1891;;;;;;;;;

1892;;;;;;;;;

1893;;;;;;;;;

1894;;;;;;;;;

1895;;;;;;;;;

1896;;;;;;;;;

1897;;;;;;;;;

1898;;;;;;;;;

1899;;;;;;;;;

1900;;;;;;;;;

1901;;;;;;;;;

1902;;;;;;;;;

1903                                    ;27911161;265.389517;-32.319794; 0.961; 0.682;      ;      ;      ;

1904;;;;;;;;;

1905;;;;;;;;;

1906;;;;;;;;;

1907;;;;;;;;;

1908;;;;;;;;;

1909;;;;;;;;;

1910;;;;;;;;;

1911;;;;;;;;;

1912;;;;;;;;;

1913;;;;;;;;;

1914;;;;;;;;;

1915;;;;;;;;;

1916;;;;;;;;;

1917                                    ;27909901;265.035999;-32.320145; 1.331; 0.407;14.088; 0.026;15.262; 0.081

1918;;;;;;;;;

1919;;;;;;;;;

1920;;;;;;;;;

1921;;;;;;;;;

1922;;;;;;;;;

1923;;;;;;;;;

1924;;;;;;;;;

1925                                    ;27924784;264.760453;-32.319862; 0.646; 0.933;15.466; 0.069;16.360; 0.096

1926;;;;;;;;;

1927;;;;;;;;;

1928                                    ;27924790;264.816123;-32.320524; 0.356; 0.490;14.602; 0.024;15.448; 0.023

1929;;;;;;;;;

1930;;;;;;;;;

1931;;;;;;;;;

1932;;;;;;;;;

1933;;;;;;;;;

1934;;;;;;;;;

1935;;;;;;;;;

1936;;;;;;;;;

1937;;;;;;;;;

1938;;;;;;;;;

1939;;;;;;;;;

1940;;;;;;;;;

1941;;;;;;;;;

1942;;;;;;;;;

1943;;;;;;;;;

1944;;;;;;;;;

1945;;;;;;;;;

1946;;;;;;;;;

1947;;;;;;;;;

1948                                    ;27909979;264.963346;-32.322989; 1.219; 0.669;      ;      ;      ;

1949;;;;;;;;;

1950                                    ;27911231;265.319659;-32.325015; 1.149; 0.976;15.353; 0.083;16.436; 0.011

1951;;;;;;;;;

1952                                    ;27909888;265.113046;-32.324760; 0.436; 0.863;15.205; 0.076;16.446; 0.202

1953                                    ;27911167;265.437024;-32.325666; 0.586; 0.812;14.611; 0.052;15.460; 0.072

1954;;;;;;;;;

1955;;;;;;;;;

1956;;;;;;;;;

1957                                    ;27909981;264.969604;-32.324874; 0.667; 0.489;14.885; 0.006;17.058; 0.113

1958;;;;;;;;;

1959;;;;;;;;;

1960;;;;;;;;;

1961;;;;;;;;;

1962;;;;;;;;;

1963;;;;;;;;;

1964;;;;;;;;;

1965                                    ;27909647;265.206316;-32.327839; 0.935; 0.892;15.981; 0.010;17.330; 0.034

1966;;;;;;;;;

1967;;;;;;;;;

1968                                    ;27909651;265.244310;-32.328702; 0.553; 0.577;      ;      ;      ;

1969                                    ;27909634;265.284458;-32.328826; 0.656; 0.999;      ;      ;      ;

1970                                    ;27924789;264.801583;-32.326757; 0.922; 0.737;15.235; 0.099;16.135; 0.041

1971;;;;;;;;;

1972                                    ;27909858;264.876946;-32.327279; 0.201; 0.419;13.761; 0.014;14.552; 0.022

1973                                    ;27911170;265.451120;-32.329330; 0.918; 0.611;15.484; 0.066;16.765; 0.063

1974;;;;;;;;;

1975;;;;;;;;;

1976;;;;;;;;;

1977;;;;;;;;;

1978                                    ;27909645;265.190802;-32.330311; 0.708; 0.892;16.811; 0.000;19.219; 0.708

1979;;;;;;;;;

1980;;;;;;;;;

1981;;;;;;;;;

1982;;;;;;;;;

1983;;;;;;;;;

1984                                    ;27911163;265.393692;-32.330079; 0.358; 0.505;13.774; 0.054;16.329; 0.082

1985;;;;;;;;;

1986;;;;;;;;;

1987;;;;;;;;;

1988;;;;;;;;;

1989                                    ;27924775;264.766751;-32.328611; 0.860; 0.953;15.445; 0.039;16.301; 0.063

1990;;;;;;;;;

1991;;;;;;;;;

1992                                    ;27909905;265.081482;-32.329906; 0.249; 0.316;13.033; 0.040;13.912; 0.031

1993;;;;;;;;;

1994;;;;;;;;;

1995;;;;;;;;;

1996;;;;;;;;;

1997;;;;;;;;;

1998;;;;;;;;;

1999;;;;;;;;;

2000;;;;;;;;;

2001                                    ;27911224;265.325619;-32.332350; 0.286; 0.366;14.122; 0.061;14.845; 0.022

2002                                    ;27909921;265.184055;-32.332342; 1.582; 0.988;      ;      ;      ;

2003;;;;;;;;;

2004;;;;;;;;;

2005;;;;;;;;;

2006;;;;;;;;;

2007;;;;;;;;;

2008;;;;;;;;;

2009;;;;;;;;;

2010                                    ;27909837;264.949000;-32.332356; 0.155; 0.388;13.393; 0.027;14.058; 0.013

2011;;;;;;;;;

2012;;;;;;;;;

2013;;;;;;;;;

2014;;;;;;;;;

2015;;;;;;;;;

2016;;;;;;;;;

2017                                    ;27909889;265.116017;-32.334130; 0.624; 0.677;15.155; 0.036;16.284; 0.091

2018;;;;;;;;;

2019                                    ;27909655;265.265260;-32.334666; 0.739; 1.056;15.826; 0.011;17.116; 0.138

2020                                    ;27924792;264.820635;-32.332678; 0.233; 0.532;13.945; 0.030;14.670; 0.028

2021;;;;;;;;;

2022;;;;;;;;;

2023;;;;;;;;;

2024;;;;;;;;;

2025;;;;;;;;;

2026;;;;;;;;;

2027                                    ;27909848;264.846684;-32.333852; 0.178; 0.486;13.226; 0.018;13.945; 0.016

2028;;;;;;;;;

2029                                    ;27909850;264.872166;-32.334061; 0.578; 0.707;13.618; 0.068;14.627; 0.022
2029                                    ;27909851;264.872338;-32.334146; 1.782; 0.366;      ;      ;      ;

2030;;;;;;;;;

2031;;;;;;;;;

2032                                    ;27911141;265.448357;-32.336449; 0.562; 0.544;14.415; 0.046;15.399; 0.025

2033;;;;;;;;;

2034;;;;;;;;;

2035;;;;;;;;;

2036;;;;;;;;;

2037;;;;;;;;;

2038;;;;;;;;;

2039;;;;;;;;;

2040;;;;;;;;;

2041;;;;;;;;;

2042                                    ;27909972;264.986180;-32.336253; 0.864; 0.859;15.317; 0.060;16.425; 0.110

2043;;;;;;;;;

2044                                    ;27911137;265.496719;-32.338639; 0.661; 1.277;15.065; 0.000;16.142; 0.000
2044                                    ;27911138;265.496806;-32.338247; 0.368; 0.670;15.124; 0.019;16.132; 0.092

2045;;;;;;;;;

2046;;;;;;;;;

2047;;;;;;;;;

2048;;;;;;;;;

2049                                    ;27911162;265.393130;-32.338544; 0.644; 0.465;14.809; 0.047;15.585; 0.077

2050;;;;;;;;;

2051;;;;;;;;;

2052;;;;;;;;;

2053;;;;;;;;;

2054;;;;;;;;;

2055;;;;;;;;;

2056;;;;;;;;;

2057;;;;;;;;;

2058;;;;;;;;;

2059                                    ;27909635;265.306886;-32.339597; 0.942; 0.446;13.831; 0.062;14.689; 0.021

2060;;;;;;;;;

2061;;;;;;;;;

2062                                    ;27909883;265.143037;-32.339422; 0.433; 0.764;14.348; 0.059;15.318; 0.060

2063;;;;;;;;;

2064                                    ;27911147;265.472473;-32.340237; 0.256; 0.450;13.815; 0.047;14.436; 0.022

2065;;;;;;;;;

2066                                    ;27909656;265.265539;-32.340555; 0.279; 0.342;13.753; 0.034;14.391; 0.029

2067;;;;;;;;;

2068;;;;;;;;;

2069                                    ;27909629;265.319367;-32.340690; 0.703; 0.497;14.263; 0.045;15.293; 0.043

2070;;;;;;;;;

2071;;;;;;;;;

2072;;;;;;;;;

2073;;;;;;;;;

2074;;;;;;;;;

2075;;;;;;;;;

2076;;;;;;;;;

2077;;;;;;;;;

2078;;;;;;;;;

2079;;;;;;;;;

2080;;;;;;;;;

2081;;;;;;;;;

2082;;;;;;;;;

2083;;;;;;;;;

2084;;;;;;;;;

2085;;;;;;;;;

2086;;;;;;;;;

2087;;;;;;;;;

2088;;;;;;;;;

2089;;;;;;;;;

2090;;;;;;;;;

2091;;;;;;;;;

2092;;;;;;;;;

2093;;;;;;;;;

2094;;;;;;;;;

2095;;;;;;;;;

2096;;;;;;;;;

2097;;;;;;;;;

2098;;;;;;;;;

2099;;;;;;;;;

2100;;;;;;;;;

2101                                    ;27909906;265.084652;-32.344852; 0.176; 0.311;13.403; 0.028;14.309; 0.026

2102;;;;;;;;;

2103;;;;;;;;;

2104;;;;;;;;;

2105;;;;;;;;;

2106;;;;;;;;;

2107                                    ;27924791;264.816582;-32.344086; 0.439; 0.604;14.700; 0.036;15.592; 0.031

2108;;;;;;;;;

2109;;;;;;;;;

2110;;;;;;;;;

2111                                    ;27909919;265.157655;-32.346069; 0.305; 0.321;13.790; 0.046;14.702; 0.055

2112;;;;;;;;;

2113;;;;;;;;;

2114;;;;;;;;;

2115                                    ;27924771;264.782656;-32.345260; 0.498; 1.097;15.891; 0.000;      ;
2115                                    ;27924772;264.782913;-32.345463; 0.473; 0.872;15.870; 0.000;17.821; 0.047

2116;;;;;;;;;

2117;;;;;;;;;

2118;;;;;;;;;

2119;;;;;;;;;

2120;;;;;;;;;

2121;;;;;;;;;

2122;;;;;;;;;

2123;;;;;;;;;

2124;;;;;;;;;

2125;;;;;;;;;

2126                                    ;27909849;264.860372;-32.347028; 0.659; 0.481;13.498; 0.025;14.281; 0.018

2127;;;;;;;;;

2128                                    ;27924774;264.754136;-32.346741; 0.800; 0.831;15.566; 0.029;16.521; 0.038

2129;;;;;;;;;

2130                                    ;27911140;265.447925;-32.348995; 0.913; 1.215;15.808; 0.008;17.254; 0.087

2131;;;;;;;;;

2132;;;;;;;;;

2133;;;;;;;;;

2134;;;;;;;;;

2135;;;;;;;;;

2136;;;;;;;;;

2137;;;;;;;;;

2138;;;;;;;;;

2139;;;;;;;;;

2140;;;;;;;;;

2141;;;;;;;;;

2142;;;;;;;;;

2143;;;;;;;;;

2144;;;;;;;;;

2145;;;;;;;;;

2146;;;;;;;;;

2147;;;;;;;;;

2148;;;;;;;;;

2149;;;;;;;;;

2150;;;;;;;;;

2151;;;;;;;;;

2152;;;;;;;;;

2153;;;;;;;;;

2154;;;;;;;;;

2155;;;;;;;;;

2156;;;;;;;;;

2157;;;;;;;;;

2158;;;;;;;;;

2159;;;;;;;;;

2160                                    ;27909631;265.334902;-32.353202; 1.141; 1.220;      ;      ;      ;

2161;;;;;;;;;

2162;;;;;;;;;

2163;;;;;;;;;

2164;;;;;;;;;

2165;;;;;;;;;

2166;;;;;;;;;

2167;;;;;;;;;

2168;;;;;;;;;

2169;;;;;;;;;

2170;;;;;;;;;

2171;;;;;;;;;

2172;;;;;;;;;

2173                                    ;27909887;265.119630;-32.353605; 0.152; 0.304;13.217; 0.030;14.198; 0.021

2174;;;;;;;;;

2175                                    ;27924773;264.807735;-32.352107; 0.192; 0.568;13.685; 0.018;14.471; 0.020

2176;;;;;;;;;

2177                                    ;27911156;265.355769;-32.354894; 0.432; 0.558;14.422; 0.040;15.340; 0.044

2178;;;;;;;;;

2179;;;;;;;;;

2180;;;;;;;;;

2181                                    ;27911151;265.393489;-32.356132; 0.910; 1.026;15.795; 0.047;16.929; 0.070

2182;;;;;;;;;

2183;;;;;;;;;

2184                                    ;27909832;264.969167;-32.355226; 0.831; 0.789;15.395; 0.000;17.515; 0.180

2185;;;;;;;;;

2186;;;;;;;;;

2187;;;;;;;;;

2188;;;;;;;;;

2189;;;;;;;;;

2190;;;;;;;;;

2191                                    ;27909846;264.835134;-32.354891; 0.635; 0.689;14.651; 0.025;15.688; 0.093

2192;;;;;;;;;

2193;;;;;;;;;

2194                                    ;27909644;265.195848;-32.357003; 0.756; 0.869;15.226; 0.019;16.109; 0.030

2195;;;;;;;;;

2196;;;;;;;;;

2197;;;;;;;;;

2198;;;;;;;;;

2199;;;;;;;;;

2200;;;;;;;;;

2201;;;;;;;;;

2202;;;;;;;;;

2203                                    ;27911143;265.461179;-32.357890; 0.169; 0.431;12.798; 0.039;13.814; 0.026

2204                                    ;27909627;265.315036;-32.359128; 0.578; 1.386;15.422; 0.006;16.378; 0.221

2205;;;;;;;;;

2206;;;;;;;;;

2207;;;;;;;;;

2208;;;;;;;;;

2209;;;;;;;;;

2210;;;;;;;;;

2211;;;;;;;;;

2212;;;;;;;;;

2213;;;;;;;;;

2214;;;;;;;;;

2215;;;;;;;;;

2216;;;;;;;;;

2217;;;;;;;;;

2218;;;;;;;;;

2219;;;;;;;;;

2220;;;;;;;;;

2221                                    ;27909772;264.992709;-32.359600; 0.220; 0.385;13.238; 0.031;13.958; 0.038

2222;;;;;;;;;

2223;;;;;;;;;

2224;;;;;;;;;

2225                                    ;27909898;265.001393;-32.360218; 0.255; 0.363;13.462; 0.022;15.241; 0.044

2226;;;;;;;;;

2227;;;;;;;;;

2228;;;;;;;;;

2229;;;;;;;;;

2230                                    ;27909895;265.059580;-32.361120; 0.192; 0.301;13.881; 0.029;14.736; 0.036

2231;;;;;;;;;

2232;;;;;;;;;

2233                                    ;27909885;265.153203;-32.362697; 1.239; 0.619;      ;      ;      ;

2234;;;;;;;;;

2235;;;;;;;;;

2236;;;;;;;;;

2237;;;;;;;;;

2238                                    ;27909626;265.308515;-32.363514; 1.319; 1.254;      ;      ;      ;

2239;;;;;;;;;

2240;;;;;;;;;

2241;;;;;;;;;

2242;;;;;;;;;

2243                                    ;27909628;265.318799;-32.363763; 0.213; 0.501;13.994; 0.049;14.856; 0.028

2244;;;;;;;;;

2245;;;;;;;;;

2246                                    ;27909637;265.210257;-32.364269; 0.783; 1.005;15.890; 0.008;17.067; 0.000

2247;;;;;;;;;

2248;;;;;;;;;

2249;;;;;;;;;

2250;;;;;;;;;

2251                                    ;27909815;264.812367;-32.363206; 0.303; 0.619;13.814; 0.023;14.503; 0.018

2252;;;;;;;;;

2253                                    ;27911142;265.459778;-32.365248; 0.769; 0.601;14.969; 0.033;16.168; 0.035

2254;;;;;;;;;

2255;;;;;;;;;

2256;;;;;;;;;

2257;;;;;;;;;

2258;;;;;;;;;

2259;;;;;;;;;

2260;;;;;;;;;

2261;;;;;;;;;

2262;;;;;;;;;

2263;;;;;;;;;

2264;;;;;;;;;

2265;;;;;;;;;

2266;;;;;;;;;

2267;;;;;;;;;

2268;;;;;;;;;

2269;;;;;;;;;

2270;;;;;;;;;

2271;;;;;;;;;

2272                                    ;27909643;265.235646;-32.367659; 0.471; 0.341;      ;      ;      ;

2273;;;;;;;;;

2274;;;;;;;;;

2275;;;;;;;;;

2276;;;;;;;;;

2277;;;;;;;;;

2278                                    ;27911149;265.380650;-32.367823; 0.426; 0.701;14.732; 0.039;17.164; 0.201

2279;;;;;;;;;

2280;;;;;;;;;

2281;;;;;;;;;

2282;;;;;;;;;

2283;;;;;;;;;

2284;;;;;;;;;

2285;;;;;;;;;

2286;;;;;;;;;

2287;;;;;;;;;

2288                                    ;27909878;265.087045;-32.368324; 0.167; 0.329;13.775; 0.023;15.036; 0.029

2289;;;;;;;;;

2290;;;;;;;;;

2291                                    ;27909841;264.864718;-32.367736; 0.506; 0.567;14.637; 0.031;15.501; 0.054

2292;;;;;;;;;

2293;;;;;;;;;

2294;;;;;;;;;

2295;;;;;;;;;

2296;;;;;;;;;

2297;;;;;;;;;

2298;;;;;;;;;

2299;;;;;;;;;

2300                                    ;27909880;265.117683;-32.371716; 0.866; 0.671;15.257; 0.050;16.488; 0.076

2301;;;;;;;;;

2302;;;;;;;;;

2303;;;;;;;;;

2304;;;;;;;;;

2305;;;;;;;;;

2306;;;;;;;;;

2307;;;;;;;;;

2308;;;;;;;;;

2309                                    ;27909624;265.310630;-32.373205; 0.190; 0.362;12.944; 0.047;13.399; 0.040

2310;;;;;;;;;

2311;;;;;;;;;

2312;;;;;;;;;

2313;;;;;;;;;

2314;;;;;;;;;

2315                                    ;27909773;264.994700;-32.373562; 0.183; 0.424;13.791; 0.010;14.680; 0.037

2316;;;;;;;;;

2317                                    ;27909894;265.055430;-32.374235; 0.719; 0.864;15.297; 0.059;16.260; 0.072

2318                                    ;27909620;265.234447;-32.374453; 0.313; 0.348;13.882; 0.036;15.028; 0.036

2319;;;;;;;;;

2320;;;;;;;;;

2321                                    ;27909830;264.952170;-32.373592; 0.570; 0.940;14.712; 0.033;16.671; 0.093

2322;;;;;;;;;

2323;;;;;;;;;

2324;;;;;;;;;

2325;;;;;;;;;

2326                                    ;27909840;264.864219;-32.374251; 0.594; 0.894;15.658; 0.057;16.385; 0.011

2327;;;;;;;;;

2328;;;;;;;;;

2329;;;;;;;;;

2330;;;;;;;;;

2331;;;;;;;;;

2332;;;;;;;;;

2333;;;;;;;;;

2334                                    ;27909879;265.109634;-32.374946; 0.206; 0.284;12.551; 0.028;13.236; 0.024

2335;;;;;;;;;

2336;;;;;;;;;

2337                                    ;27909636;265.193076;-32.376880; 0.165; 1.500;      ;      ;      ;

2338;;;;;;;;;

2339;;;;;;;;;

2340;;;;;;;;;

2341                                    ;27911150;265.392075;-32.376947; 0.265; 0.388;13.215; 0.031;13.812; 0.031

2342;;;;;;;;;

2343                                    ;27909842;264.870527;-32.375663; 0.603; 0.580;14.499; 0.058;15.254; 0.026

2344;;;;;;;;;

2345;;;;;;;;;

2346;;;;;;;;;

2347;;;;;;;;;

