_1;recno;RAJ2000;DEJ2000;e_RAJ2000;e_DEJ2000;Vmag;e_Vmag;Bmag;e_Bmag
 ; ;deg;deg;arcsec;arcsec;mag;mag;mag;mag
----------------------------------------;--------;----------;----------;------;------;------;------;------;------
417;;;;;;;;;

418;;;;;;;;;

419;;;;;;;;;

420;;;;;;;;;

421;;;;;;;;;

422;;;;;;;;;

423;;;;;;;;;

424;;;;;;;;;

425;;;;;;;;;

426                                     ;27925012;264.800010;-32.040221; 0.193; 0.176;13.784; 0.055;14.646; 0.054

427;;;;;;;;;

428                                     ;27911501;265.309450;-32.042496; 1.421; 0.597;      ;      ;      ;

429                                     ;27926581;265.068012;-32.042271; 0.649; 0.784;15.517; 0.018;16.890; 0.068

430;;;;;;;;;

431;;;;;;;;;

432;;;;;;;;;

433;;;;;;;;;

434                                     ;27925031;264.902241;-32.041857; 0.707; 0.561;15.077; 0.061;16.263; 0.018

435;;;;;;;;;

436;;;;;;;;;

437                                     ;27911568;265.208274;-32.043661; 0.605; 1.000;14.356; 0.046;15.108; 0.035

438;;;;;;;;;

439                                     ;27924981;265.004190;-32.043693; 0.767; 0.784;14.958; 0.057;15.797; 0.051

440;;;;;;;;;

441;;;;;;;;;

442                                     ;27911553;265.271347;-32.045548; 1.237; 0.808;      ;      ;      ;

443;;;;;;;;;

444;;;;;;;;;

445;;;;;;;;;

446;;;;;;;;;

447                                     ;27925025;264.929338;-32.044417; 0.967; 1.067;15.857; 0.042;16.836; 0.061

448;;;;;;;;;

449;;;;;;;;;

450;;;;;;;;;

451                                     ;27911547;265.153723;-32.046612; 0.955; 0.666;15.503; 0.074;16.864; 0.043

452;;;;;;;;;

453;;;;;;;;;

454;;;;;;;;;

455;;;;;;;;;

456;;;;;;;;;

457;;;;;;;;;

458;;;;;;;;;

459;;;;;;;;;

460;;;;;;;;;

461;;;;;;;;;

462;;;;;;;;;

463;;;;;;;;;

464;;;;;;;;;

465;;;;;;;;;

466;;;;;;;;;

467;;;;;;;;;

468;;;;;;;;;

469;;;;;;;;;

470                                     ;27924982;264.955641;-32.050416; 1.636; 0.529;15.990; 0.000;17.255; 0.008

471                                     ;27926578;265.114195;-32.050552; 0.357; 0.606;14.366; 0.039;15.326; 0.033

472;;;;;;;;;

473                                     ;27911546;265.147355;-32.050855; 0.615; 1.412;      ;      ;      ;

474;;;;;;;;;

475;;;;;;;;;

476;;;;;;;;;

477                                     ;27911545;265.182216;-32.051855; 0.731; 1.207;16.461; 0.000;17.349; 0.315

478;;;;;;;;;

479                                     ;27911541;265.164686;-32.051046; 0.324; 0.296;13.364; 0.045;14.035; 0.025

480                                     ;27926579;265.060007;-32.052275; 0.469; 0.548;      ;      ;      ;

481;;;;;;;;;

482;;;;;;;;;

483                                     ;27911551;265.269471;-32.053488; 0.780; 1.278;15.304; 0.000;16.134; 0.000
483                                     ;27911552;265.269504;-32.053363; 0.334; 0.851;15.412; 0.000;16.399; 0.053

484;;;;;;;;;

485;;;;;;;;;

486                                     ;27925026;264.878288;-32.051462; 0.070; 0.253;12.437; 0.031;13.503; 0.014

487;;;;;;;;;

488;;;;;;;;;

489;;;;;;;;;

490;;;;;;;;;

491;;;;;;;;;

492;;;;;;;;;

493;;;;;;;;;

494;;;;;;;;;

495;;;;;;;;;

496;;;;;;;;;

497                                     ;27926576;265.098161;-32.055017; 0.639; 1.004;15.260; 0.048;16.375; 0.068

498                                     ;27925013;264.805232;-32.054159; 0.318; 0.345;14.627; 0.050;15.336; 0.023

499;;;;;;;;;

500;;;;;;;;;

501                                     ;27925019;264.909447;-32.055548; 0.496; 0.692;      ;      ;      ;

502;;;;;;;;;

503;;;;;;;;;

504                                     ;27925002;264.865658;-32.056066; 0.678; 0.700;15.162; 0.057;16.250; 0.074

505;;;;;;;;;

506;;;;;;;;;

507;;;;;;;;;

508;;;;;;;;;

509                                     ;27925023;264.927741;-32.057428; 0.921; 0.831;15.575; 0.047;16.689; 0.043
509                                     ;27925024;264.928010;-32.057462; 0.880; 0.375;15.633; 0.000;16.771; 0.199

510                                     ;27911550;265.246028;-32.058409; 0.340; 0.372;14.332; 0.040;15.294; 0.063

511;;;;;;;;;

512;;;;;;;;;

513;;;;;;;;;

514                                     ;27924961;265.034769;-32.058656; 0.792; 0.709;15.825; 0.159;17.244; 0.235

515;;;;;;;;;

516;;;;;;;;;

517;;;;;;;;;

518;;;;;;;;;

519;;;;;;;;;

520;;;;;;;;;

521;;;;;;;;;

522;;;;;;;;;

523;;;;;;;;;

524                                     ;27911591;265.416204;-32.060817; 0.724; 0.750;      ;      ;      ;

525;;;;;;;;;

526;;;;;;;;;

527;;;;;;;;;

528                                     ;27924999;264.849188;-32.059564; 0.681; 0.713;16.038; 0.167;17.154; 0.102

529;;;;;;;;;

530;;;;;;;;;

531                                     ;27911530;265.214605;-32.061791; 0.890; 1.072;16.470; 0.000;19.819; 0.000

532;;;;;;;;;

533                                     ;27924963;265.044346;-32.061849; 1.038; 1.038;16.268; 0.089;17.277; 0.147

534;;;;;;;;;

535;;;;;;;;;

536;;;;;;;;;

537;;;;;;;;;

538                                     ;27925008;264.784435;-32.060958; 0.251; 0.587;      ;      ;      ;

539;;;;;;;;;

540                                     ;27925001;264.865040;-32.061672; 0.726; 0.911;      ;      ;      ;

541                                     ;27911500;265.334641;-32.063704; 0.734; 0.657;15.620; 0.000;16.956; 0.000

542;;;;;;;;;

543                                     ;27924976;264.936080;-32.062388; 0.165; 0.359;13.894; 0.046;14.684; 0.020

544;;;;;;;;;

545;;;;;;;;;

546;;;;;;;;;

547;;;;;;;;;

548;;;;;;;;;

549;;;;;;;;;

550                                     ;27924998;264.840657;-32.063860; 0.981; 0.935;16.418; 0.000;17.386; 0.129

551;;;;;;;;;

552                                     ;27911538;265.127367;-32.065433; 0.665; 1.537;15.711; 0.000;16.742; 0.113
552                                     ;27911539;265.127280;-32.065562; 1.151; 0.977;15.567; 0.025;16.809; 0.019

553;;;;;;;;;

554;;;;;;;;;

555                                     ;27924980;264.998121;-32.066449; 0.469; 0.561;16.499; 0.000;17.763; 0.176

556;;;;;;;;;

557;;;;;;;;;

558;;;;;;;;;

559;;;;;;;;;

560;;;;;;;;;

561;;;;;;;;;

562;;;;;;;;;

563;;;;;;;;;

564;;;;;;;;;

565;;;;;;;;;

566;;;;;;;;;

567;;;;;;;;;

568;;;;;;;;;

569;;;;;;;;;

570;;;;;;;;;

571                                     ;27911529;265.206901;-32.070204; 0.246; 0.869;13.660; 0.040;15.131; 0.015

572;;;;;;;;;

573;;;;;;;;;

574                                     ;27924979;264.992525;-32.069936; 0.957; 1.153;16.073; 0.000;17.464; 0.139

575;;;;;;;;;

576                                     ;27911543;265.183621;-32.070689; 0.395; 0.480;14.864; 0.053;15.930; 0.057

577                                     ;27925016;264.893822;-32.069664; 0.386; 0.292;14.108; 0.029;14.754; 0.022

578;;;;;;;;;

579;;;;;;;;;

580;;;;;;;;;

581                                     ;27925009;264.821639;-32.069790; 0.109; 0.178;12.900; 0.026;13.608; 0.016

582;;;;;;;;;

583;;;;;;;;;

584                                     ;27911527;265.195606;-32.072842; 0.909; 1.062;15.492; 0.057;17.422; 0.037

585                                     ;27911527;265.195606;-32.072842; 0.909; 1.062;15.492; 0.057;17.422; 0.037

586                                     ;27911549;265.240904;-32.073043; 0.560; 0.733;      ;      ;      ;

587;;;;;;;;;

588;;;;;;;;;

589;;;;;;;;;

590;;;;;;;;;

591;;;;;;;;;

592;;;;;;;;;

593;;;;;;;;;

594;;;;;;;;;

595;;;;;;;;;

596;;;;;;;;;

597;;;;;;;;;

598;;;;;;;;;

599;;;;;;;;;

600                                     ;27925021;264.916769;-32.074241; 0.431; 0.670;15.177; 0.041;16.282; 0.089

601;;;;;;;;;

602;;;;;;;;;

603;;;;;;;;;

604                                     ;27911499;265.312257;-32.075420; 0.273; 0.523;13.117; 0.051;13.962; 0.020

605;;;;;;;;;

606;;;;;;;;;

607;;;;;;;;;

608;;;;;;;;;

609                                     ;27911542;265.165296;-32.076797; 1.014; 0.048;      ;      ;      ;

610                                     ;27924977;264.943095;-32.076157; 1.164; 0.472;15.514; 0.098;16.408; 0.080

611;;;;;;;;;

612;;;;;;;;;

613;;;;;;;;;

614                                     ;27924973;264.925775;-32.076604; 0.249; 0.271;13.477; 0.024;14.266; 0.020

615                                     ;27924968;264.960865;-32.077262; 0.932; 0.803;      ;      ;      ;

616;;;;;;;;;

617;;;;;;;;;

618;;;;;;;;;

619                                     ;27925007;264.755688;-32.076984; 0.524; 0.793;15.240; 0.045;16.115; 0.032

620;;;;;;;;;

621;;;;;;;;;

622;;;;;;;;;

623                                     ;27911536;265.107562;-32.079411; 0.534; 0.822;15.381; 0.064;16.341; 0.059

624;;;;;;;;;

625;;;;;;;;;

626;;;;;;;;;

627                                     ;27925018;264.906961;-32.078970; 0.382; 0.205;13.253; 0.039;14.346; 0.024

628;;;;;;;;;

629;;;;;;;;;

630;;;;;;;;;

631;;;;;;;;;

632;;;;;;;;;

633;;;;;;;;;

634;;;;;;;;;

635                                     ;27925006;264.742223;-32.079256; 0.658; 0.584;15.080; 0.047;16.648; 0.071

636                                     ;27911537;265.116586;-32.081324; 1.040; 0.982;15.885; 0.044;16.859; 0.089

637;;;;;;;;;

638;;;;;;;;;

639;;;;;;;;;

640;;;;;;;;;

641                                     ;27911525;265.226257;-32.081681; 0.363; 0.568;14.683; 0.043;15.375; 0.023

642;;;;;;;;;

643;;;;;;;;;

644;;;;;;;;;

645;;;;;;;;;

646                                     ;27924978;264.991370;-32.081235; 0.340; 0.593;14.784; 0.042;15.753; 0.038

647;;;;;;;;;

648;;;;;;;;;

649;;;;;;;;;

650;;;;;;;;;

651;;;;;;;;;

652;;;;;;;;;

653;;;;;;;;;

654                                     ;27924962;265.036814;-32.083062; 0.153; 0.249;13.025; 0.031;13.819; 0.016

655;;;;;;;;;

656;;;;;;;;;

657                                     ;27925000;264.862022;-32.083140; 1.221; 0.929;16.021; 0.066;16.944; 0.033

658;;;;;;;;;

659;;;;;;;;;

660;;;;;;;;;

661;;;;;;;;;

662;;;;;;;;;

663;;;;;;;;;

664;;;;;;;;;

665;;;;;;;;;

666;;;;;;;;;

667;;;;;;;;;

668                                     ;27924996;264.880868;-32.085252; 0.908; 0.796;      ;      ;      ;

669;;;;;;;;;

670                                     ;27911498;265.292608;-32.087013; 0.299; 0.459;13.225; 0.072;15.449; 0.053

671;;;;;;;;;

672;;;;;;;;;

673                                     ;27924969;264.975507;-32.086809; 0.838; 1.194;15.857; 0.078;16.672; 0.182
673                                     ;27924970;264.975414;-32.087013; 0.643; 0.847;15.871; 0.000;16.762; 0.072

674;;;;;;;;;

675                                     ;27911497;265.308060;-32.088559; 0.626; 0.592;15.373; 0.000;17.562; 0.000

676;;;;;;;;;

677                                     ;27925004;264.793788;-32.086675; 0.664; 0.942;15.076; 0.046;16.616; 0.113

678;;;;;;;;;

679;;;;;;;;;

680;;;;;;;;;

681;;;;;;;;;

682;;;;;;;;;

683;;;;;;;;;

684;;;;;;;;;

685;;;;;;;;;

686;;;;;;;;;

687;;;;;;;;;

688;;;;;;;;;

689;;;;;;;;;

690                                     ;27924971;264.916265;-32.090671; 0.632; 1.829;      ;      ;      ;
690                                     ;27924972;264.916511;-32.090302; 1.393; 1.315;      ;      ;      ;

691                                     ;27924975;264.931904;-32.090783; 0.374; 0.101;      ;      ;      ;

692;;;;;;;;;

693;;;;;;;;;

694                                     ;27925093;264.725595;-32.090805; 0.593; 0.732;15.007; 0.051;16.071; 0.091

695;;;;;;;;;

696;;;;;;;;;

697;;;;;;;;;

698;;;;;;;;;

699;;;;;;;;;

700                                     ;27924960;265.070431;-32.094460; 1.322; 0.528;15.077; 0.000;15.838; 0.063

701                                     ;27911323;265.434510;-32.095627; 1.043; 0.573;14.307; 0.044;15.427; 0.072

702                                     ;27925091;264.689260;-32.093087; 1.151; 0.743;16.639; 0.000;18.178; 0.272

703                                     ;27911492;265.362218;-32.095452; 1.159; 0.635;14.067; 0.022;14.910; 0.055

704                                     ;27911496;265.306125;-32.096183; 0.689; 0.278;      ;      ;      ;

705;;;;;;;;;

706;;;;;;;;;

707;;;;;;;;;

708;;;;;;;;;

709;;;;;;;;;

710                                     ;27925005;264.734787;-32.094418; 1.050; 0.701;      ;      ;      ;

711;;;;;;;;;

712;;;;;;;;;

713;;;;;;;;;

714;;;;;;;;;

715;;;;;;;;;

716;;;;;;;;;

717;;;;;;;;;

718;;;;;;;;;

719                                     ;27911532;265.142319;-32.098642; 1.156; 0.944;      ;      ;      ;

720                                     ;27924965;264.946884;-32.097697; 0.956; 0.975;16.026; 0.000;17.735; 0.000

721;;;;;;;;;

722;;;;;;;;;

723;;;;;;;;;

724;;;;;;;;;

725;;;;;;;;;

726;;;;;;;;;

727                                     ;27911322;265.433617;-32.100969; 0.345; 0.472;13.992; 0.046;14.794; 0.022

728;;;;;;;;;

729                                     ;27924957;265.053884;-32.100214; 0.171; 0.281;13.699; 0.037;14.347; 0.007

730;;;;;;;;;

731                                     ;27911526;265.179254;-32.101141; 0.608; 0.998;16.180; 0.158;17.276; 0.016

732;;;;;;;;;

733;;;;;;;;;

734;;;;;;;;;

735;;;;;;;;;

736                                     ;27911534;265.092066;-32.102857; 0.940; 0.797;15.378; 0.027;16.346; 0.058

737;;;;;;;;;

738;;;;;;;;;

739;;;;;;;;;

740;;;;;;;;;

741;;;;;;;;;

742;;;;;;;;;

743;;;;;;;;;

744;;;;;;;;;

745                                     ;27924896;264.724864;-32.103156; 0.126; 0.231;12.992; 0.024;13.517; 0.017

746;;;;;;;;;

747                                     ;27911518;265.154391;-32.105790; 0.435; 0.062;      ;      ;17.606; 0.000

748;;;;;;;;;

749                                     ;27911490;265.384665;-32.106017; 0.570; 0.764;14.348; 0.047;15.255; 0.054

750;;;;;;;;;

751;;;;;;;;;

752;;;;;;;;;

753;;;;;;;;;

754;;;;;;;;;

755;;;;;;;;;

756;;;;;;;;;

757;;;;;;;;;

758;;;;;;;;;

759;;;;;;;;;

760;;;;;;;;;

761;;;;;;;;;

762;;;;;;;;;

763;;;;;;;;;

764;;;;;;;;;

765                                     ;27924953;265.006963;-32.107452; 0.754; 1.146;16.118; 0.218;17.294; 0.232

766                                     ;27911400;265.479944;-32.108817; 0.621; 0.879;14.384; 0.043;15.240; 0.027

767;;;;;;;;;

768;;;;;;;;;

769;;;;;;;;;

770;;;;;;;;;

771;;;;;;;;;

772;;;;;;;;;

773                                     ;27911533;265.144487;-32.108985; 0.120; 0.257;12.756; 0.039;13.418; 0.010

774;;;;;;;;;

775;;;;;;;;;

776                                     ;27911524;265.209634;-32.111028; 0.639; 0.586;14.883; 0.056;15.719; 0.100

777;;;;;;;;;

778;;;;;;;;;

779                                     ;27924966;264.951879;-32.110877; 1.022; 0.584;15.632; 0.046;16.543; 0.032

780                                     ;27911488;265.326705;-32.111771; 0.154; 0.330;12.951; 0.049;14.571; 0.026

781;;;;;;;;;

782;;;;;;;;;

783                                     ;27911479;265.252005;-32.112637; 0.501; 0.571;14.671; 0.052;15.619; 0.030

784;;;;;;;;;

785                                     ;27924964;264.937453;-32.111573; 0.966; 1.179;      ;      ;      ;

786;;;;;;;;;

787;;;;;;;;;

788;;;;;;;;;

789;;;;;;;;;

790                                     ;27911489;265.383370;-32.115300; 0.254; 0.491;      ;      ;      ;

791;;;;;;;;;

792;;;;;;;;;

793;;;;;;;;;

794                                     ;27911519;265.160145;-32.115159; 1.059; 0.525;      ;      ;      ;
794                                     ;27911520;265.160551;-32.115497; 1.182; 1.040;      ;      ;      ;

795                                     ;27925003;264.754509;-32.113817; 0.943; 0.974;16.140; 0.016;17.247; 0.049

796                                     ;27911484;265.363059;-32.116046; 0.577; 0.511;14.120; 0.027;14.928; 0.048

797                                     ;27911321;265.427898;-32.116567; 0.644; 0.590;14.839; 0.048;15.743; 0.032

798;;;;;;;;;

799;;;;;;;;;

800                                     ;27924897;264.725817;-32.114577; 1.080; 1.019;16.414; 0.000;17.750; 0.000

801;;;;;;;;;

802;;;;;;;;;

803                                     ;27924952;265.004118;-32.116624; 0.599; 0.647;15.041; 0.041;15.968; 0.052

804;;;;;;;;;

805;;;;;;;;;

806;;;;;;;;;

807;;;;;;;;;

808;;;;;;;;;

809                                     ;27910079;265.080660;-32.118170; 0.140; 0.239;13.122; 0.044;14.120; 0.010

810;;;;;;;;;

811;;;;;;;;;

812;;;;;;;;;

813;;;;;;;;;

814;;;;;;;;;

815                                     ;27924940;264.884506;-32.119423; 0.671; 0.756;15.030; 0.042;15.977; 0.057

816;;;;;;;;;

817;;;;;;;;;

818                                     ;27924948;264.967286;-32.119969; 0.169; 0.294;13.662; 0.030;14.494; 0.053

819;;;;;;;;;

820;;;;;;;;;

821;;;;;;;;;

822;;;;;;;;;

823;;;;;;;;;

824;;;;;;;;;

825                                     ;27924889;264.745908;-32.120120; 0.341; 0.304;14.139; 0.027;14.817; 0.039

826;;;;;;;;;

827;;;;;;;;;

828;;;;;;;;;

829;;;;;;;;;

830;;;;;;;;;

831;;;;;;;;;

832;;;;;;;;;

833;;;;;;;;;

834                                     ;27924945;264.959431;-32.121929; 0.391; 0.602;13.255; 0.020;14.037; 0.024

835;;;;;;;;;

836;;;;;;;;;

837                                     ;27911511;265.191401;-32.123809; 0.244; 0.275;13.273; 0.040;14.140; 0.020

838                                     ;27924992;264.793005;-32.122917; 1.120; 1.365;16.123; 0.095;16.658; 0.000
838                                     ;27924993;264.793423;-32.122554; 0.685; 0.720;16.007; 0.064;16.990; 0.194

839;;;;;;;;;

840;;;;;;;;;

841;;;;;;;;;

842;;;;;;;;;

843;;;;;;;;;

844;;;;;;;;;

845;;;;;;;;;

846                                     ;27924951;264.999444;-32.124708; 0.609; 0.589;15.122; 0.114;17.601; 0.213

847;;;;;;;;;

848;;;;;;;;;

849;;;;;;;;;

850;;;;;;;;;

851                                     ;27924939;264.874346;-32.125841; 0.370; 0.344;14.480; 0.032;15.308; 0.031

852                                     ;27911477;265.243144;-32.126922; 0.963; 1.232;15.924; 0.029;17.346; 0.174

853;;;;;;;;;

854;;;;;;;;;

855                                     ;27924943;265.016617;-32.127133; 0.471; 0.624;14.645; 0.055;15.693; 0.148

856;;;;;;;;;

857;;;;;;;;;

858                                     ;27911475;265.269598;-32.128300; 0.759; 0.906;15.187; 0.072;16.627; 0.062

859;;;;;;;;;

860;;;;;;;;;

861                                     ;27924937;264.925304;-32.127862; 0.926; 0.709;15.493; 0.028;16.791; 0.175

862                                     ;27924890;264.753056;-32.127595; 1.134; 0.802;16.360; 0.036;17.587; 0.328

863;;;;;;;;;

864                                     ;27911510;265.187391;-32.129436; 1.146; 0.840;15.201; 0.055;16.130; 0.034

865;;;;;;;;;

866;;;;;;;;;

867;;;;;;;;;

868                                     ;27911513;265.138010;-32.130599; 1.026; 0.440;16.483; 0.000;17.672; 0.000

869;;;;;;;;;

870;;;;;;;;;

871;;;;;;;;;

872                                     ;27924893;264.689669;-32.129301; 0.262; 1.540;      ;      ;16.477; 0.057

873;;;;;;;;;

874;;;;;;;;;

875;;;;;;;;;

876                                     ;27911315;265.438035;-32.133200; 0.621; 1.052;      ;      ;      ;

877;;;;;;;;;

878                                     ;27924898;264.728158;-32.130920; 1.285; 0.847;15.951; 0.000;17.100; 0.097

879;;;;;;;;;

880;;;;;;;;;

881;;;;;;;;;

882                                     ;27924944;265.023257;-32.133058; 0.824; 0.810;15.620; 0.087;16.872; 0.082

883;;;;;;;;;

884;;;;;;;;;

885;;;;;;;;;

886;;;;;;;;;

887;;;;;;;;;

888;;;;;;;;;

889                                     ;27911317;265.387597;-32.135291; 0.705; 0.947;15.581; 0.075;16.839; 0.118

890                                     ;27924947;264.961770;-32.133835; 0.594; 0.724;15.193; 0.033;16.169; 0.075

891;;;;;;;;;

892;;;;;;;;;

893;;;;;;;;;

894;;;;;;;;;

895                                     ;27910076;265.036709;-32.134764; 0.738; 0.704;15.746; 0.000;17.471; 0.000

896;;;;;;;;;

897;;;;;;;;;

898;;;;;;;;;

899                                     ;27924936;264.904112;-32.134808; 0.715; 0.849;15.428; 0.056;16.434; 0.073

900                                     ;27910075;265.112810;-32.135221; 0.946; 0.801;15.865; 0.089;16.937; 0.039

901                                     ;27924894;264.706054;-32.133303; 0.165; 0.232;12.649; 0.026;13.218; 0.016

902;;;;;;;;;

903;;;;;;;;;

904;;;;;;;;;

905                                     ;27924938;264.941944;-32.136155; 0.671; 0.956;15.420; 0.058;16.345; 0.077

906;;;;;;;;;

907;;;;;;;;;

908                                     ;27910060;265.124701;-32.137276; 0.657; 0.887;15.911; 0.000;16.861; 0.000

909                                     ;27911316;265.449510;-32.138199; 0.273; 0.397;12.763; 0.076;13.471; 0.021

910;;;;;;;;;

911;;;;;;;;;

912;;;;;;;;;

913                                     ;27911476;265.221612;-32.139165; 1.042; 0.745;15.562; 0.090;16.633; 0.056

914;;;;;;;;;

915;;;;;;;;;

916;;;;;;;;;

917;;;;;;;;;

918;;;;;;;;;

919                                     ;27911514;265.138885;-32.138922; 0.127; 0.301;13.268; 0.033;14.636; 0.026

920;;;;;;;;;

921;;;;;;;;;

922;;;;;;;;;

923                                     ;27911509;265.180025;-32.139691; 0.278; 0.347;13.454; 0.055;14.217; 0.020

924;;;;;;;;;

925;;;;;;;;;

926;;;;;;;;;

927;;;;;;;;;

928;;;;;;;;;

929                                     ;27911310;265.433433;-32.141883; 0.390; 0.783;14.669; 0.042;15.844; 0.036

930;;;;;;;;;

931                                     ;27924994;264.796973;-32.140063; 0.370; 0.389;14.469; 0.027;15.375; 0.025

932;;;;;;;;;

933                                     ;27910061;265.129356;-32.141488; 0.476; 0.783;14.875; 0.047;15.930; 0.088

934;;;;;;;;;

935;;;;;;;;;

936;;;;;;;;;

937;;;;;;;;;

938                                     ;27911515;265.147446;-32.142370; 0.932; 1.208;15.701; 0.110;16.822; 0.120

939                                     ;27911308;265.389553;-32.143052; 0.985; 0.717;15.290; 0.025;16.630; 0.074

940                                     ;27924919;264.945379;-32.141652; 0.220; 0.185;13.130; 0.041;13.866; 0.016

941;;;;;;;;;

942;;;;;;;;;

943;;;;;;;;;

944;;;;;;;;;

945;;;;;;;;;

946;;;;;;;;;

947;;;;;;;;;

948;;;;;;;;;

949                                     ;27924941;264.986227;-32.144805; 0.563; 0.819;15.266; 0.056;16.046; 0.039

950;;;;;;;;;

951                                     ;27910073;265.102194;-32.145832; 0.283; 0.286;14.084; 0.028;15.331; 0.055

952;;;;;;;;;

953;;;;;;;;;

954;;;;;;;;;

955;;;;;;;;;

956;;;;;;;;;

957;;;;;;;;;

958                                     ;27924989;264.826272;-32.144980; 0.679; 1.563;      ;      ;      ;

959                                     ;27911486;265.312073;-32.146956; 0.744; 0.891;15.825; 0.000;17.199; 0.000

960;;;;;;;;;

961;;;;;;;;;

962;;;;;;;;;

963;;;;;;;;;

964;;;;;;;;;

965;;;;;;;;;

966;;;;;;;;;

967;;;;;;;;;

968;;;;;;;;;

969;;;;;;;;;

970                                     ;27924946;264.961676;-32.147815; 0.215; 0.225;13.854; 0.040;15.011; 0.036

971;;;;;;;;;

972;;;;;;;;;

973;;;;;;;;;

974                                     ;27911482;265.347218;-32.151060; 0.509; 0.580;14.625; 0.042;15.861; 0.054

975;;;;;;;;;

976;;;;;;;;;

977;;;;;;;;;

978;;;;;;;;;

979;;;;;;;;;

980;;;;;;;;;

981;;;;;;;;;

982                                     ;27911463;265.280391;-32.151866; 0.739; 0.625;15.276; 0.059;16.372; 0.031

983;;;;;;;;;

984                                     ;27924887;264.734403;-32.149864; 0.388; 0.491;14.660; 0.020;15.912; 0.044

985;;;;;;;;;

986;;;;;;;;;

987;;;;;;;;;

988;;;;;;;;;

989                                     ;27924886;264.693004;-32.150838; 0.565; 0.409;14.793; 0.051;15.631; 0.052

990;;;;;;;;;

991                                     ;27911314;265.448478;-32.154331; 0.653; 0.462;16.507; 0.126;17.828; 0.285

992;;;;;;;;;

993;;;;;;;;;

994;;;;;;;;;

995;;;;;;;;;

996;;;;;;;;;

997;;;;;;;;;

998                                     ;27924935;264.921371;-32.155083; 0.414; 0.619;14.683; 0.006;17.017; 0.093

999                                     ;27911483;265.349403;-32.156930; 0.402; 0.572;14.588; 0.035;15.563; 0.028

1000;;;;;;;;;

1001;;;;;;;;;

1002;;;;;;;;;

1003                                    ;27924879;264.790220;-32.155725; 0.717; 0.476;15.040; 0.033;15.805; 0.050

1004;;;;;;;;;

1005;;;;;;;;;

1006;;;;;;;;;

1007;;;;;;;;;

1008                                    ;27911464;265.285745;-32.158241; 0.242; 0.330;13.901; 0.048;14.598; 0.030

1009;;;;;;;;;

1010;;;;;;;;;

1011;;;;;;;;;

1012                                    ;27911467;265.233195;-32.159139; 0.813; 0.767;15.198; 0.040;16.650; 0.062

1013;;;;;;;;;

1014                                    ;27911473;265.196266;-32.158878; 0.570; 0.512;13.944; 0.033;14.807; 0.047

1015;;;;;;;;;

1016                                    ;27911506;265.165252;-32.158957; 0.422; 0.333;12.918; 0.038;14.241; 0.010

1017                                    ;27910059;265.115118;-32.160053; 0.575; 0.605;14.970; 0.029;15.762; 0.072

1018                                    ;27924986;264.804328;-32.158845; 0.527; 0.660;15.028; 0.037;16.077; 0.040

1019                                    ;27924917;264.935781;-32.159857; 1.167; 1.076;16.188; 0.000;17.851; 0.000

1020;;;;;;;;;

1021                                    ;27910067;265.025171;-32.159555; 0.266; 0.483;13.198; 0.053;13.945; 0.024

1022;;;;;;;;;

1023;;;;;;;;;

1024                                    ;27924884;264.683943;-32.158645; 1.045; 0.804;      ;      ;      ;

1025;;;;;;;;;

1026;;;;;;;;;

1027                                    ;27924888;264.737314;-32.159211; 0.214; 0.259;12.658; 0.021;13.304; 0.016

1028;;;;;;;;;

1029;;;;;;;;;

1030;;;;;;;;;

1031;;;;;;;;;

1032;;;;;;;;;

1033                                    ;27911313;265.440974;-32.163987; 0.647; 0.487;15.508; 0.000;16.618; 0.000

1034;;;;;;;;;

1035                                    ;27911311;265.435038;-32.164061; 0.287; 0.546;14.095; 0.022;14.966; 0.019

1036;;;;;;;;;

1037                                    ;27924918;264.944709;-32.162481; 1.285; 0.918;      ;      ;      ;

1038;;;;;;;;;

1039;;;;;;;;;

1040                                    ;27911480;265.334745;-32.164861; 0.824; 0.728;15.139; 0.026;16.670; 0.029

1041;;;;;;;;;

1042;;;;;;;;;

1043;;;;;;;;;

1044;;;;;;;;;

1045;;;;;;;;;

1046;;;;;;;;;

1047;;;;;;;;;

